[0711/113142:WARNING:raw_channel_win.cc(532)] WriteFile: The pipe is being closed. (0xE8)
[0711/113142:ERROR:ipc_channel_win.cc(512)] pipe error: 232
[0711/113142:WARNING:channel.cc(359)] RawChannel write error
[0813/174449:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174449:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174452:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174453:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174454:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174454:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174457:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174458:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174459:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174459:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174502:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174503:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174504:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174504:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174507:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174508:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174509:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174509:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174512:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174513:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174514:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174514:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174517:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174518:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174519:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174519:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174522:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174523:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174524:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174524:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174527:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174528:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174529:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174529:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174532:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174533:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174534:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174534:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174537:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174538:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174539:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174539:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174542:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174543:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174544:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174544:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174547:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174548:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174549:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174549:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174552:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174553:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174554:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174555:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174557:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174558:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174559:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174600:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174602:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174603:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174604:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174605:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174607:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174608:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174609:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174610:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174612:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174613:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174614:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174615:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174617:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174618:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174619:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174620:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174622:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174623:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174624:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174625:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174627:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174628:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174629:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174630:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174632:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174633:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174634:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174635:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174637:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174638:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174639:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174640:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174642:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174643:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174644:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174645:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174647:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174648:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174649:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174650:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174652:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174653:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174654:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174655:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174657:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174658:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174659:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174700:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174702:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174703:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174704:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174705:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174707:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174708:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174709:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174710:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174712:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174713:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174714:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174715:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174717:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174718:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174719:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174720:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174722:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174723:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174724:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174725:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174727:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174728:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174729:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174730:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174732:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174733:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174735:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174735:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174737:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174738:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174740:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174740:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174742:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174743:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174745:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174745:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174747:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
[0813/174748:WARNING:dns_config_service_win.cc(674)] Failed to read DnsConfig.
